purpose,config,fold,row_excel,date,group,tile,bairro,area,actual,predicted,k,effective,floor,n_train,discount,error,razao,erro_percentual_absoluto
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163218,2026-08-25,100052352,-3340|-4932,bom fim,10.58,20000.0,30405.40126906876,30,3.6985220094915703,150.0,2612,0.2,,1.520270063453438,0.5202700634534381
CASA / RESIDÊNCIA,baseline,teste_reservado,167282,2026-09-15,902322,-3339|-4930,mont serrat,235.79,830000.0,1261156.3340396478,5,5.0,800.0,16815,0.1487989829969808,,1.5194654626983708,0.5194654626983708
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162481,2026-08-20,11394145,-3342|-4930,petropolis,12.85,30000.0,45566.94596267452,7,5.517215815961892,200.0,17117,0.0374643698062107,,1.5188981987558174,0.5188981987558174
LOJA,baseline,teste_reservado,161026,2026-08-11,8017077,-3340|-4933,centro historic,234.09,627204.58,952018.0144878214,12,11.901345797676935,700.0,1774,0.2,,1.517874780965122,0.5178747809651221
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159844,2026-08-05,9132007,-3343|-4934,menino deus,12.5,30000.0,45534.071202260406,7,6.256333248470676,200.0,17117,0.0374643698062107,,1.5178023734086803,0.5178023734086803
CASA / RESIDÊNCIA,baseline,teste_reservado,166898,2026-09-17,2102927,-3359|-4929,belem novo,297.0,850000.0,410004.3644817812,5,5.0,800.0,16815,0.1487989829969808,,0.48235807586091906,0.5176419241390809
SALA COMERCIAL,baseline,teste_reservado,163276,2026-08-24,8382638,-3343|-4934,menino deus,69.41,110000.0,166626.23938012455,16,15.108675742849089,900.0,7886,0.2,,1.5147839943647685,0.5147839943647685
SALA COMERCIAL,baseline,teste_reservado,163730,2026-08-26,2683326,-3339|-4933,centro historic,46.76,60000.0,90859.15352794233,16,15.366460875705348,900.0,7886,0.2,,1.5143192254657054,0.5143192254657054
SALA COMERCIAL,baseline,teste_reservado,165205,2026-09-04,1410792,-3340|-4934,centro historic,21.82,43200.0,65253.54419232604,20,10.7762354538798,900.0,7886,0.2,,1.5104987081556953,0.5104987081556953
CASA / RESIDÊNCIA,baseline,teste_reservado,160626,2026-08-10,1918109,-3341|-4928,bom jesus,106.0,250000.0,377366.4325007891,5,5.0,800.0,16815,0.1487989829969808,,1.5094657300031564,0.5094657300031564
SALA COMERCIAL,baseline,teste_reservado,166573,2026-09-15,100033549,-3338|-4928,passo da areia,52.09,240000.0,362183.7715361557,17,15.122994292574536,900.0,7886,0.2,,1.5090990480673154,0.5090990480673154
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159792,2026-08-05,100122935,-3349|-4933,vila nova,10.58,50000.0,24620.57714285715,7,6.999999999999997,200.0,17117,0.0374643698062107,,0.492411542857143,0.507588457142857
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164238,2026-08-31,100065778,-3338|-4928,passo da areia,23.24,40000.0,60249.73939519244,7,5.375706509345116,200.0,17117,0.0374643698062107,,1.506243484879811,0.506243484879811
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160061,2026-08-05,6647804,-3342|-4931,partenon,12.0,20000.0,30108.96872076478,7,6.863526913801209,200.0,17117,0.0374643698062107,,1.505448436038239,0.505448436038239
CASA / RESIDÊNCIA,baseline,teste_reservado,166833,2026-09-16,10724125,-3341|-4921,mario quintana,95.91,725000.0,360845.28667662415,5,5.0,800.0,16815,0.1487989829969808,,0.49771763679534364,0.5022823632046564
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166165,2026-09-11,100131376,-3337|-4925,sao sebastiao,10.58,20000.0,9999.999999999998,7,7.0,150.0,2612,0.2,,0.4999999999999999,0.5000000000000001
LOJA,baseline,teste_reservado,160691,2026-08-10,11229020,-3346|-4933,nonoai,69.25,210000.0,314894.5491474648,12,11.99646953303235,700.0,1774,0.2,,1.4994978530831657,0.49949785308316574
APARTAMENTO,baseline,teste_reservado,162926,2026-08-24,6542913,-3340|-4934,centro historic,47.0,220000.0,329696.16198825295,12,11.96675973917871,1200.0,96700,0.2,,1.4986189181284224,0.4986189181284224
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164328,2026-09-01,10213643,-3338|-4930,higienopolis,21.16,100000.0,50199.84677963366,7,6.87380404341472,200.0,17117,0.0374643698062107,,0.5019984677963366,0.4980015322036634
SALA COMERCIAL,baseline,teste_reservado,162515,2026-08-14,6671039,-3338|-4930,higienopolis,40.33,375000.0,188945.57572373727,20,10.842591221411531,900.0,7886,0.2,,0.5038548685966328,0.49614513140336725
SALA COMERCIAL,baseline,teste_reservado,159909,2026-08-05,100117525,-3340|-4931,rio branco,98.34,1850116.36,934245.9170959758,17,15.184971795992007,900.0,7886,0.2,,0.5049660320262104,0.4950339679737896
SALA COMERCIAL,baseline,teste_reservado,166619,2026-09-16,100058412,-3339|-4931,moinhos vento,46.08,865000.0,437553.2890167542,20,13.01255676155205,900.0,7886,0.2,,0.5058419526205251,0.4941580473794749
SALA COMERCIAL,baseline,teste_reservado,166872,2026-09-17,2127784,-3340|-4934,centro historic,38.7,63500.0,94798.15539769424,20,10.1631222578302,900.0,7886,0.2,,1.4928843369715628,0.49288433697156275
APARTAMENTO,baseline,teste_reservado,162807,2026-08-21,6058531,-3347|-4934,cavalhada,46.28,87030.0,129862.15365750968,13,11.140735317639065,1200.0,96700,0.2,,1.4921538970183807,0.49215389701838075
SALA COMERCIAL,baseline,teste_reservado,162927,2026-08-21,10966110,-3343|-4933,menino deus,30.04,110000.0,164107.5958839023,17,15.024167853535948,900.0,7886,0.2,,1.4918872353082029,0.4918872353082029
CASA / RESIDÊNCIA,baseline,teste_reservado,165360,2026-09-04,5005175,-3340|-4929,petropolis,136.0,1979564.0,1006794.74545906,5,5.0,800.0,16815,0.1487989829969808,,0.5085941881439853,0.49140581185601473
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,161644,2026-08-13,6204538,-3340|-4932,moinhos vento,12.0,49140.0,25000.000000000007,7,6.999999999999997,150.0,2612,0.2,,0.5087505087505089,0.49124949124949113
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163038,2026-08-24,100006193,-3343|-4933,menino deus,21.16,40000.0,59501.41172959538,7,5.763923233195663,200.0,17117,0.0374643698062107,,1.4875352932398844,0.4875352932398844
CASA / RESIDÊNCIA,baseline,teste_reservado,165089,2026-09-04,1338307,-3351|-4934,ipanema,42.0,400000.0,205673.7163636363,5,5.0,800.0,16815,0.1487989829969808,,0.5141842909090908,0.4858157090909092
TERRENO,baseline,teste_reservado,165888,2026-09-04,10649301,-3341|-4921,mario quintana,341.0,250000.0,371279.9133033551,12,11.96255106762743,200.0,97,0.0,,1.4851196532134203,0.4851196532134203
LOJA,baseline,teste_reservado,164434,2026-08-28,436593,-3341|-4929,petropolis,143.0,850000.0,437695.7669032354,12,11.968653606018146,700.0,1774,0.2,,0.5149361963567475,0.4850638036432525
LOJA,baseline,teste_reservado,161829,2026-08-17,1195166,-3340|-4932,independencia,45.58,380000.0,196069.949172148,12,11.961460714907869,700.0,1774,0.2,,0.5159735504530211,0.48402644954697893
COBERTURA,baseline,teste_reservado,164294,2026-09-01,7084854,-3337|-4928,passo da areia,96.1,250000.0,370920.83291729394,12,11.057823015817336,900.0,1688,0.2,,1.4836833316691758,0.48368333166917576
APARTAMENTO,baseline,teste_reservado,161480,2026-08-14,5752639,-3339|-4927,vila ipiranga,31.75,265000.0,136933.31175313966,15,11.133192971338174,1200.0,96700,0.2,,0.5167294783137345,0.4832705216862655
APARTAMENTO,baseline,teste_reservado,161227,2026-08-11,10804978,-3339|-4922,rubem berta,32.4,50000.0,74126.48183627367,12,11.717060006564129,1200.0,96700,0.2,,1.4825296367254734,0.48252963672547344
CASA / RESIDÊNCIA,baseline,teste_reservado,163575,2026-08-26,510629,-3347|-4935,cristal,84.0,225000.0,333324.8251903824,5,5.0,800.0,16815,0.1487989829969808,,1.4814436675128109,0.48144366751281087
CASA / RESIDÊNCIA,baseline,teste_reservado,162774,2026-08-20,2107732,-3342|-4931,santana,75.0,475000.0,246448.12714622144,5,5.0,800.0,16815,0.1487989829969808,,0.5188381624130978,0.48116183758690223
SALA COMERCIAL,baseline,teste_reservado,166497,2026-09-14,7057733,-3345|-4932,teresopolis,46.7,90000.0,133261.54176870827,20,8.499420419718632,900.0,7886,0.2,,1.480683797430092,0.48068379743009193
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166882,2026-09-17,9576193,-3340|-4930,bela vista,10.58,80000.0,41705.15766458661,7,5.823503662987551,200.0,17117,0.0374643698062107,,0.5213144708073326,0.4786855291926674
APARTAMENTO,baseline,teste_reservado,164056,2026-08-29,846406,-3340|-4934,centro historic,60.55,347000.0,181676.0533391328,12,11.204978447077307,1200.0,96700,0.2,,0.5235621133692588,0.47643788663074116
APARTAMENTO,baseline,teste_reservado,166415,2026-09-15,9282807,-3348|-4936,tristeza,90.03,680000.0,358686.26101317443,12,11.032817524995789,1200.0,96700,0.2,,0.5274797956076095,0.4725202043923905
APARTAMENTO,baseline,teste_reservado,160620,2026-08-07,10847928,-3340|-4930,mont serrat,103.51,1350000.0,714461.0762054286,12,11.91996130078622,1200.0,96700,0.2,,0.529230426818836,0.47076957318116397
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160462,2026-08-06,8494649,-3347|-4934,cavalhada,12.0,20000.0,29390.50302344804,11,5.051125109823905,200.0,17117,0.0374643698062107,,1.469525151172402,0.4695251511724019
APARTAMENTO,baseline,teste_reservado,166880,2026-09-16,5351774,-3342|-4933,menino deus,73.21,215000.0,315925.8209851936,12,11.782245377349929,1200.0,96700,0.2,,1.469422423186947,0.46942242318694705
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,160388,2026-08-10,8914451,-3341|-4929,petropolis,10.58,43834.0,23433.817545295387,8,5.39623515846858,150.0,2612,0.2,,0.5346036762626132,0.4653963237373868
SALA COMERCIAL,baseline,teste_reservado,164050,2026-08-28,2711915,-3340|-4934,centro historic,16.09,100000.0,53585.00054147928,20,14.582965295917766,900.0,7886,0.2,,0.5358500054147929,0.4641499945852071
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162552,2026-08-20,100021406,-3337|-4928,santa m goretti,10.58,50000.0,26882.38213535372,7,6.74423724449339,200.0,17117,0.0374643698062107,,0.5376476427070744,0.46235235729292556
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165206,2026-09-04,100103961,-3341|-4929,petropolis,21.16,100000.0,54000.00000000001,7,6.999999999999997,200.0,17117,0.0374643698062107,,0.54,0.45999999999999996
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167225,2026-09-21,5302668,-3339|-4930,mont serrat,175.5,1520000.0,822779.4599267016,7,6.533217479033896,200.0,17117,0.0374643698062107,,0.5413022762675669,0.4586977237324331
LOJA,baseline,teste_reservado,161098,2026-08-12,2819449,-3341|-4931,santana,238.96,1400000.0,758301.1602650092,12,11.9888201806634,700.0,1774,0.2,,0.5416436859035779,0.4583563140964221
SALA COMERCIAL,baseline,teste_reservado,167276,2026-09-21,100104947,-3339|-4931,auxiliadora,42.16,780000.0,422749.3105698632,19,15.352099799153049,900.0,7886,0.2,,0.5419862956023886,0.45801370439761135
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164558,2026-09-01,7011474,-3338|-4929,higienopolis,12.0,50000.0,27203.40570125769,7,5.188178296114881,200.0,17117,0.0374643698062107,,0.5440681140251538,0.45593188597484624
COBERTURA,baseline,teste_reservado,164643,2026-09-02,6068316,-3338|-4930,auxiliadora,119.0,393754.0,573140.1876802916,12,11.918779861130927,900.0,1688,0.2,,1.4555793406042645,0.4555793406042645
LOJA,baseline,teste_reservado,162753,2026-08-21,6120504,-3352|-4933,ipanema,44.51,341000.0,185705.5203490805,13,11.77902758210647,700.0,1774,0.2,,0.544590968765632,0.45540903123436804
SALA COMERCIAL,baseline,teste_reservado,161752,2026-08-17,1045040,-3340|-4934,centro historic,81.21,360000.0,197002.1346731241,16,15.834725021831462,900.0,7886,0.2,,0.5472281518697891,0.4527718481302109
CASA / RESIDÊNCIA,baseline,teste_reservado,160682,2026-08-10,100004426,-3342|-4928,jardim botanico,88.38,150000.0,217866.19668348375,5,5.0,800.0,16815,0.1487989829969808,,1.452441311223225,0.45244131122322506
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166859,2026-09-17,8948909,-3342|-4933,menino deus,10.58,30000.0,43571.35116543939,13,5.026934798859455,200.0,17117,0.0374643698062107,,1.4523783721813128,0.4523783721813128
SALA COMERCIAL,baseline,teste_reservado,167363,2026-09-21,8773858,-3343|-4934,menino deus,29.89,120000.0,174211.91223485145,20,10.627324434006644,900.0,7886,0.2,,1.4517659352904289,0.45176593529042885
COBERTURA,baseline,teste_reservado,165811,2026-09-09,8897018,-3337|-4927,cristo redentor,156.76,420000.0,609081.327475924,12,11.762741734590731,900.0,1688,0.2,,1.4501936368474382,0.4501936368474382
CASA / RESIDÊNCIA,baseline,teste_reservado,164038,2026-08-31,11506946,-3346|-4923,lomba pinheiro,221.0,970000.0,1405832.6702238077,5,5.0,800.0,16815,0.1487989829969808,,1.4493120311585646,0.44931203115856455
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,162049,2026-08-18,8293430,-3339|-4930,auxiliadora,12.0,50000.0,27657.009550868854,7,5.404589748332048,150.0,2612,0.2,,0.5531401910173771,0.4468598089826229
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,162047,2026-08-18,8293422,-3339|-4930,auxiliadora,12.0,50000.0,27657.009550868854,7,5.404589748332048,150.0,2612,0.2,,0.5531401910173771,0.4468598089826229
CASA / RESIDÊNCIA,baseline,teste_reservado,161479,2026-08-14,100149408,-3352|-4925,restinga,35.94,124817.59,180573.77047738072,6,5.95238095238095,800.0,16815,0.1487989829969808,,1.446701306101013,0.446701306101013
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164726,2026-09-02,10586156,-3340|-4930,mont serrat,10.58,90000.0,49867.75940898859,7,6.7539297101753935,200.0,17117,0.0374643698062107,,0.5540862156554288,0.4459137843445712
CASA / RESIDÊNCIA,baseline,teste_reservado,164276,2026-09-01,6909337,-3338|-4923,costa e silva,139.73,230000.0,332473.6888771084,5,5.0,800.0,16815,0.1487989829969808,,1.4455377777265581,0.4455377777265581
CASA / RESIDÊNCIA,baseline,teste_reservado,164390,2026-08-31,867071,-3343|-4933,medianeira,287.98,1700000.0,943257.580767631,5,5.0,800.0,16815,0.1487989829969808,,0.5548574004515476,0.44514259954845237
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,167392,2026-09-22,5221595,-3339|-4933,centro historic,12.0,29600.0,16428.571428571428,7,6.999999999999997,150.0,2612,0.2,,0.555019305019305,0.44498069498069504
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,167390,2026-09-22,5221587,-3339|-4933,centro historic,12.0,29600.0,16428.571428571428,7,6.999999999999997,150.0,2612,0.2,,0.555019305019305,0.44498069498069504
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160472,2026-08-07,8017328,-3342|-4931,santana,69.22,193032.31,278728.3126194025,7,6.592411645902858,200.0,17117,0.0374643698062107,,1.4439464181897967,0.44394641818979674
SALA COMERCIAL,baseline,teste_reservado,163542,2026-08-26,100104946,-3339|-4931,auxiliadora,42.16,760000.0,422749.3105698632,19,15.352099799153049,900.0,7886,0.2,,0.5562490928550832,0.44375090714491683
APARTAMENTO,baseline,teste_reservado,167269,2026-09-21,11629339,-3348|-4936,tristeza,56.99,470000.0,262953.01971304027,13,11.851846143838223,1200.0,96700,0.2,,0.5594745100277453,0.4405254899722547
SALA COMERCIAL,baseline,teste_reservado,162946,2026-08-24,360481,-3340|-4934,centro historic,59.96,212000.0,118800.34266374569,20,7.137890424813541,900.0,7886,0.2,,0.5603789748289891,0.43962102517101087
APARTAMENTO,baseline,teste_reservado,164028,2026-08-28,100028656,-3348|-4935,camaqua,88.24,370000.0,532615.8524155273,17,11.137848783186596,1200.0,96700,0.2,,1.4395023038257495,0.4395023038257495
CASA / RESIDÊNCIA,baseline,teste_reservado,163284,2026-08-24,1125672,-3348|-4937,vila assuncao,353.0,870000.0,1252052.7431135513,5,5.0,800.0,16815,0.1487989829969808,,1.4391410840385648,0.4391410840385648
APARTAMENTO,baseline,teste_reservado,163167,2026-08-25,100081741,-3346|-4932,nonoai,70.4,235000.0,338026.46400764526,13,11.748085506909106,1200.0,96700,0.2,,1.4384104851389161,0.4384104851389161
APARTAMENTO,baseline,teste_reservado,161262,2026-08-13,5690277,-3338|-4927,cristo redentor,39.46,265000.0,149940.1362858168,12,11.991612270926565,1200.0,96700,0.2,,0.5658118350408181,0.4341881649591819
TERRENO,baseline,teste_reservado,159626,2026-08-04,100054273,-3337|-4923,sarandi,234.18,860000.0,488590.9737604914,12,11.993632774991791,200.0,97,0.0,,0.5681290392563854,0.43187096074361464
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163439,2026-08-25,8192863,-3342|-4930,petropolis,148.21,1215000.0,690801.8626652925,7,6.368164008977858,200.0,17117,0.0374643698062107,,0.5685612038397468,0.43143879616025316
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164884,2026-09-02,10911308,-3341|-4933,cidade baixa,12.0,27000.0,38641.36303647574,30,3.6967851443761015,200.0,17117,0.0374643698062107,,1.431161593943546,0.43116159394354603
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165076,2026-09-03,11228814,-3346|-4933,nonoai,98.73,400000.0,572420.3025921779,7,6.865032389293297,200.0,17117,0.0374643698062107,,1.4310507564804447,0.43105075648044466
CASA / RESIDÊNCIA,baseline,teste_reservado,165090,2026-09-03,10891722,-3351|-4934,ipanema,150.0,475000.0,679480.3729069614,5,5.0,800.0,16815,0.1487989829969808,,1.4304849955936028,0.43048499559360276
APARTAMENTO,baseline,teste_reservado,164872,2026-09-02,5211212,-3341|-4929,petropolis,27.3,85000.0,121272.9643785703,25,7.668696326056552,1200.0,96700,0.2,,1.4267407573949447,0.42674075739494466
APARTAMENTO,baseline,teste_reservado,166474,2026-09-14,8802181,-3341|-4934,menino deus,38.48,340000.0,195135.89186808188,12,11.766924606040613,1200.0,96700,0.2,,0.5739290937296526,0.4260709062703474
SALA COMERCIAL,baseline,teste_reservado,160284,2026-08-07,2846918,-3339|-4933,centro historic,53.76,60750.0,86601.30003104321,20,10.123424839698732,900.0,7886,0.2,,1.425535802980135,0.42553580298013505
SALA COMERCIAL,baseline,teste_reservado,167055,2026-09-18,100100561,-3340|-4933,centro historic,35.37,158000.0,225025.6949244033,20,5.2276862017984245,900.0,7886,0.2,,1.4242132590152108,0.4242132590152108
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164775,2026-09-03,2682109,-3339|-4931,moinhos vento,18.86,110000.0,63417.98093901622,7,5.442518432268711,200.0,17117,0.0374643698062107,,0.576527099445602,0.423472900554398
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163916,2026-08-28,8340889,-3340|-4929,tres figueiras,50.53,320000.0,184627.63986791784,7,5.80119465111653,150.0,2612,0.2,,0.5769613745872433,0.4230386254127567
LOJA,baseline,teste_reservado,166405,2026-09-14,6297544,-3340|-4932,bom fim,57.97,620000.0,359657.5651245233,12,11.785396912160918,700.0,1774,0.2,,0.5800928469750376,0.4199071530249624
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163219,2026-08-25,100033896,-3340|-4931,rio branco,11.5,60000.0,35074.86386345589,7,5.121461525450232,200.0,17117,0.0374643698062107,,0.5845810643909315,0.4154189356090685
CASA / RESIDÊNCIA,baseline,teste_reservado,160370,2026-08-07,6078621,-3353|-4926,restinga,30.0,200000.0,117672.02,6,5.999999999999999,800.0,16815,0.1487989829969808,,0.5883601,0.41163989999999995
CASA / RESIDÊNCIA,baseline,teste_reservado,164954,2026-09-03,100149361,-3352|-4925,restinga,40.01,142613.58,201022.7200000001,6,5.952380952380952,800.0,16815,0.1487989829969808,,1.4095622590779933,0.40956225907799326
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166453,2026-09-14,7057415,-3345|-4932,teresopolis,12.48,30000.0,42271.84586053257,7,5.725298397793489,150.0,2612,0.2,,1.409061528684419,0.40906152868441903
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166452,2026-09-14,7057407,-3345|-4932,teresopolis,12.48,30000.0,42271.84586053257,7,5.725298397793489,150.0,2612,0.2,,1.409061528684419,0.40906152868441903
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164499,2026-09-01,11503815,-3341|-4930,petropolis,14.72,40000.0,56306.50021542822,7,6.297473325862051,200.0,17117,0.0374643698062107,,1.4076625053857055,0.4076625053857055
